Series ID,Feb-1978,Mar-1978,Apr-1978,May-1978,Jun-1978,Jul-1978,Aug-1978,Sep-1978,Oct-1978,Nov-1978,Dec-1978,Jan-1979,Feb-1979,Mar-1979,Apr-1979,May-1979,Jun-1979,Jul-1979,Aug-1979,Sep-1979,Oct-1979,Nov-1979,Dec-1979,Jan-1980,Feb-1980,Mar-1980,Apr-1980,May-1980,Jun-1980,Jul-1980,Aug-1980,Sep-1980,Oct-1980,Nov-1980,Dec-1980,Jan-1981,Feb-1981,Mar-1981,Apr-1981,May-1981,Jun-1981,Jul-1981,Aug-1981,Sep-1981,Oct-1981,Nov-1981,Dec-1981,Jan-1982,Feb-1982,Mar-1982,Apr-1982,May-1982,Jun-1982,Jul-1982,Aug-1982,Sep-1982,Oct-1982,Nov-1982,Dec-1982,Jan-1983,Feb-1983,Mar-1983,Apr-1983,May-1983,Jun-1983,Jul-1983,Aug-1983,Sep-1983,Oct-1983,Nov-1983,Dec-1983,Jan-1984,Feb-1984,Mar-1984,Apr-1984,May-1984,Jun-1984,Jul-1984,Aug-1984,Sep-1984,Oct-1984,Nov-1984,Dec-1984,Jan-1985,Feb-1985,Mar-1985,Apr-1985,May-1985,Jun-1985,Jul-1985,Aug-1985,Sep-1985,Oct-1985,Nov-1985,Dec-1985,Jan-1986,Feb-1986,Mar-1986,Apr-1986,May-1986,Jun-1986,Jul-1986,Aug-1986,Sep-1986,Oct-1986,Nov-1986,Dec-1986,Jan-1987,Feb-1987,Mar-1987,Apr-1987,May-1987,Jun-1987,Jul-1987,Aug-1987,Sep-1987,Oct-1987,Nov-1987,Dec-1987,Jan-1988,Feb-1988,Mar-1988,Apr-1988,May-1988,Jun-1988,Jul-1988,Aug-1988,Sep-1988,Oct-1988,Nov-1988,Dec-1988,Jan-1989,Feb-1989,Mar-1989,Apr-1989,May-1989,Jun-1989,Jul-1989,Aug-1989,Sep-1989,Oct-1989,Nov-1989,Dec-1989,Jan-1990,Feb-1990,Mar-1990,Apr-1990,May-1990,Jun-1990,Jul-1990,Aug-1990,Sep-1990,Oct-1990,Nov-1990,Dec-1990,Jan-1991,Feb-1991,Mar-1991,Apr-1991,May-1991,Jun-1991,Jul-1991,Aug-1991,Sep-1991,Oct-1991,Nov-1991,Dec-1991,Jan-1992,Feb-1992,Mar-1992,Apr-1992,May-1992,Jun-1992,Jul-1992,Aug-1992,Sep-1992,Oct-1992,Nov-1992,Dec-1992,Jan-1993,Feb-1993,Mar-1993,Apr-1993,May-1993,Jun-1993,Jul-1993,Aug-1993,Sep-1993,Oct-1993,Nov-1993,Dec-1993,Jan-1994,Feb-1994,Mar-1994,Apr-1994,May-1994,Jun-1994,Jul-1994,Aug-1994,Sep-1994,Oct-1994,Nov-1994,Dec-1994,Jan-1995,Feb-1995,Mar-1995,Apr-1995,May-1995,Jun-1995,Jul-1995,Aug-1995,Sep-1995,Oct-1995,Nov-1995,Dec-1995,Jan-1996,Feb-1996,Mar-1996,Apr-1996,May-1996,Jun-1996,Jul-1996,Aug-1996,Sep-1996,Oct-1996,Nov-1996,Dec-1996,Jan-1997,Feb-1997,Mar-1997,Apr-1997,May-1997,Jun-1997,Jul-1997,Aug-1997,Sep-1997,Oct-1997,Nov-1997,Dec-1997,Jan-1998,Feb-1998,Mar-1998,Apr-1998,May-1998,Jun-1998,Jul-1998,Aug-1998,Sep-1998,Oct-1998,Nov-1998,Dec-1998,Jan-1999,Feb-1999,Mar-1999,Apr-1999,May-1999,Jun-1999,Jul-1999,Aug-1999,Sep-1999,Oct-1999,Nov-1999,Dec-1999,Jan-2000,Feb-2000,Mar-2000,Apr-2000,May-2000,Jun-2000,Jul-2000,Aug-2000,Sep-2000,Oct-2000,Nov-2000,Dec-2000,Jan-2001,Feb-2001,Mar-2001,Apr-2001,May-2001,Jun-2001,Jul-2001,Aug-2001,Sep-2001,Oct-2001,Nov-2001,Dec-2001,Jan-2002,Feb-2002,Mar-2002,Apr-2002,May-2002,Jun-2002,Jul-2002,Aug-2002,Sep-2002,Oct-2002,Nov-2002,Dec-2002,Jan-2003,Feb-2003,Mar-2003,Apr-2003,May-2003,Jun-2003,Jul-2003,Aug-2003,Sep-2003,Oct-2003,Nov-2003,Dec-2003,Jan-2004,Feb-2004,Mar-2004,Apr-2004,May-2004,Jun-2004,Jul-2004,Aug-2004,Sep-2004,Oct-2004,Nov-2004,Dec-2004,Jan-2005,Feb-2005,Mar-2005,Apr-2005,May-2005,Jun-2005,Jul-2005,Aug-2005,Sep-2005,Oct-2005,Nov-2005,Dec-2005,Jan-2006,Feb-2006,Mar-2006,Apr-2006,May-2006,Jun-2006,Jul-2006,Aug-2006,Sep-2006,Oct-2006,Nov-2006,Dec-2006,Jan-2007,Feb-2007,Mar-2007,Apr-2007,May-2007,Jun-2007,Jul-2007,Aug-2007,Sep-2007,Oct-2007,Nov-2007,Dec-2007,Jan-2008,Feb-2008,Mar-2008,Apr-2008,May-2008,Jun-2008,Jul-2008,Aug-2008,Sep-2008,Oct-2008,Nov-2008,Dec-2008,Jan-2009,Feb-2009,Mar-2009,Apr-2009,May-2009,Jun-2009,Jul-2009,Aug-2009,Sep-2009,Oct-2009,Nov-2009,Dec-2009,Jan-2010,Feb-2010,Mar-2010,Apr-2010,May-2010,Jun-2010,Jul-2010,Aug-2010,Sep-2010,Oct-2010,Nov-2010,Dec-2010,Jan-2011,Feb-2011,Mar-2011,Apr-2011,May-2011,Jun-2011,Jul-2011,Aug-2011,Sep-2011,Oct-2011,Nov-2011,Dec-2011,Jan-2012,Feb-2012,Mar-2012,Apr-2012,May-2012,Jun-2012,Jul-2012,Aug-2012,Sep-2012,Oct-2012,Nov-2012,Dec-2012,Jan-2013,Feb-2013,Mar-2013,Apr-2013,May-2013,Jun-2013,Jul-2013,Aug-2013,Sep-2013,Oct-2013,Nov-2013,Dec-2013,Jan-2014,Feb-2014,Mar-2014,Apr-2014,May-2014,Jun-2014,Jul-2014,Aug-2014,Sep-2014,Oct-2014,Nov-2014,Dec-2014,Jan-2015,Feb-2015,Mar-2015,Apr-2015,May-2015,Jun-2015,Jul-2015,Aug-2015,Sep-2015,Oct-2015,Nov-2015,Dec-2015,Jan-2016,Feb-2016,Mar-2016,Apr-2016,May-2016,Jun-2016,Jul-2016,Aug-2016,Sep-2016,Oct-2016,Nov-2016,Dec-2016,Jan-2017,Feb-2017,Mar-2017,Apr-2017,May-2017,Jun-2017,Jul-2017,Aug-2017,Sep-2017,Oct-2017,Nov-2017,Dec-2017,Jan-2018,Feb-2018,Mar-2018,Apr-2018,May-2018,Jun-2018,Jul-2018,Aug-2018,Sep-2018,Oct-2018,Nov-2018,Dec-2018,Jan-2019,Feb-2019,Mar-2019,Apr-2019,May-2019,Jun-2019,Jul-2019,Aug-2019,Sep-2019,Oct-2019,Nov-2019,Dec-2019,Jan-2020,Feb-2020,Mar-2020,Apr-2020,May-2020,Jun-2020,Jul-2020,Aug-2020,Sep-2020,Oct-2020,Nov-2020,Dec-2020,Jan-2021,Feb-2021,Mar-2021,Apr-2021,May-2021,Jun-2021,Jul-2021,Aug-2021,Sep-2021,Oct-2021,Nov-2021,Dec-2021,Jan-2022,Feb-2022,Mar-2022,Apr-2022,May-2022,Jun-2022,Jul-2022,Aug-2022,Sep-2022,Oct-2022,Nov-2022,Dec-2022,Jan-2023,Feb-2023,Mar-2023,Apr-2023,May-2023,Jun-2023,Jul-2023,Aug-2023,Sep-2023,Oct-2023,Nov-2023,Dec-2023,Jan-2024,Feb-2024,Mar-2024,Apr-2024,May-2024,Jun-2024
A84423127L,6007.9895164,6014.9623483,6021.4320271,6027.1616955,6031.2618639,6032.8592073,6032.7227702,6032.894232,6035.1102287,6039.6512726,6044.8481159,6050.1249483,6055.3515653,6061.1735157,6067.7931268,6075.6236592,6085.7304183,6098.7302496,6114.0248773,6131.2641749,6149.7022068,6168.4968261,6187.0104884,6204.440393,6220.2713245,6235.6097709,6251.6792381,6268.4302554,6283.6540444,6296.0656554,6305.8144107,6313.6267705,6321.3331228,6331.0067985,6343.5023958,6358.238415,6373.5930069,6387.1419646,6398.1167214,6407.6575074,6417.0300119,6425.2255313,6431.8409934,6436.8333686,6440.4423438,6443.4680925,6446.6188312,6449.6327015,6451.3504276,6450.6518917,6446.4038044,6439.2252785,6431.0095434,6422.9500893,6413.5579563,6400.2947976,6382.2993954,6359.0121147,6332.4242596,6306.2025047,6284.5396419,6269.9450005,6263.3262286,6263.4987411,6268.5659949,6278.1129413,6291.8378065,6308.7162822,6327.2037708,6346.590565,6366.5476725,6387.1823709,6408.6993641,6430.7464844,6452.4833415,6472.6722454,6490.4847011,6505.2045177,6516.59348,6526.6532548,6537.3014446,6548.9642121,6561.5121785,6574.4261901,6587.9698242,6603.2756513,6621.5162821,6642.6401021,6667.4329695,6696.5306229,6729.3405489,6763.3988879,6795.4911158,6824.7098179,6850.4271176,6872.1004497,6889.7924884,6903.8172009,6957.4238591,6966.8242165,6974.4960366,6980.7786818,6986.8275043,6993.4083886,7001.2767275,7010.8165136,7021.924791,7034.9608961,7050.1578887,7067.2588156,7084.6412131,7100.8082546,7114.9182958,7127.3112888,7140.4626125,7156.6868584,7177.2795131,7203.7097456,7235.0131294,7267.7346143,7297.1295514,7320.3552879,7338.0961838,7353.3295791,7369.3595545,7389.0777721,7413.0772297,7440.7884863,7471.0550024,7501.3448614,7531.4864502,7562.5965457,7594.4634575,7626.8149578,7658.9426911,7688.892764,7716.3074131,7741.5546049,7765.1788349,7786.8927309,7805.9279353,7821.5102394,7833.7744356,7844.0096663,7854.7747739,7866.684152,7878.3717559,7887.8631281,7891.7126515,7887.5417251,7875.7411193,7859.0092971,7839.5206114,7818.4244366,7795.9874839,7771.9339013,7746.3210301,7719.7472335,7694.2378518,7672.4310988,7656.4903577,7646.2982263,7640.2134566,7636.5693554,7633.8975428,7631.4392111,7628.7752211,7626.3712259,7625.2030695,7627.2700291,7632.4505573,7639.4677076,7645.6528187,7648.1570596,7645.5241764,7636.7767507,7624.7409029,7613.3831498,7606.0865431,7604.0554109,7606.3943031,7610.3084937,7613.5295091,7617.4697082,7624.5146935,7636.9877625,7654.9420413,7677.0702014,7701.4046219,7725.0747427,7747.2711854,7768.1918407,7789.4672204,7812.3262576,7837.3418705,7864.1195428,7890.5298185,7915.711716,7939.0495377,7960.3506533,7980.5615623,8002.2791365,8027.2781019,8056.0772743,8086.982749,8118.0631478,8147.6385737,8173.1764441,8194.83604,8212.8904069,8228.4762968,8243.248128,8257.728294,8271.0212791,8282.1012919,8290.5803513,8296.2156444,8299.7771231,8301.5456878,8302.4873059,8302.6448665,8301.7016912,8300.9952778,8301.4319949,8304.781406,8311.0018226,8318.8939444,8326.251501,8331.7186558,8333.6583417,8333.4554221,8332.9973567,8335.9893858,8345.1899078,8360.4454455,8379.9512979,8400.2528697,8418.6620359,8433.7641524,8445.3977104,8455.0230062,8465.1203171,8477.5589366,8492.3814043,8508.9975188,8525.5594708,8541.6732747,8556.394312,8568.6221398,8578.162499,8585.2818785,8591.3153784,8598.0473389,8607.1920481,8619.0133024,8633.7033878,8650.6226676,8669.7136737,8690.2944031,8711.9135572,8733.5236101,8754.7813898,8775.550548,8795.9882725,8818.4775165,8844.2665642,8874.0986251,8906.3789632,8935.9616479,8957.9720776,8968.5529595,8968.1643721,8960.0153646,8949.615856,8943.1360476,8944.5350474,8953.2348432,8966.8987717,8983.0227805,8997.5142881,9009.659322,9020.3264124,9029.9958501,9040.3886901,9052.2343196,9065.3932092,9077.900497,9089.799001,9101.6734651,9113.6080316,9126.1247729,9140.5953193,9157.0771886,9175.5368745,9197.771894,9225.4305178,9258.403149,9294.3125035,9328.6620046,9356.2696596,9372.7286457,9378.4699501,9376.5928726,9373.1050166,9373.2099079,9379.3775606,9391.6852727,9407.4160622,9424.4788928,9440.9757472,9455.6946367,9468.4591703,9479.9515791,9490.8683463,9501.1232725,9512.1683368,9526.7100072,9546.7526378,9571.9976088,9601.5791845,9634.5264622,9669.7766657,9706.384427,9742.8097847,9777.9658051,9810.87685,9840.3067323,9865.3708823,9885.4422622,9901.3470824,9914.7791785,9926.3397794,9937.4208283,9948.7837939,9961.8779153,9978.3885205,9999.3291814,10024.8868049,10054.7702197,10087.4103044,10120.1390665,10151.2198425,10179.3367342,10203.8469598,10225.1838495,10244.7350323,10264.8660053,10286.894361,10311.3131143,10337.7001588,10365.6628822,10394.3607847,10423.573045,10452.3532963,10479.7545032,10506.6228037,10533.5904541,10561.1795866,10588.8851379,10616.3193286,10643.2365822,10670.1658834,10696.5064107,10721.5363819,10743.8087471,10762.0528859,10774.9440921,10782.8149513,10786.7181977,10788.1445839,10788.4159064,10786.8485823,10783.136978,10777.9182516,10773.1557167,10771.3835543,10773.7411787,10780.7630362,10793.3223626,10811.7469397,10834.6187569,10860.3928092,10885.0324874,10905.9518683,10921.4150659,10932.1940358,10943.0152314,10957.8436152,10980.3725348,11011.2603667,11047.3632307,11083.6265697,11116.2044436,11142.0537788,11160.6114907,11173.1880589,11181.4377245,11187.6086495,11192.8860657,11199.402935,11207.6479773,11216.7858946,11227.1577705,11237.6768857,11247.6605463,11255.9774777,11264.0977854,11273.6524107,11286.3635354,11302.4099765,11319.436354,11334.9140388,11347.2947348,11356.0267922,11362.6949306,11370.53713,11381.2524349,11394.6882654,11409.7581751,11424.3730913,11437.894121,11448.5487537,11455.9951534,11461.1372148,11464.6120616,11466.7215308,11466.0883427,11462.1441702,11456.6877788,11453.5948076,11455.503542,11464.2606192,11479.0507788,11497.5431725,11515.3765887,11528.6619527,11536.5746012,11541.4893766,11545.9412812,11552.8491545,11563.8909259,11579.1490563,11598.8085919,11622.2901099,11647.7374138,11672.7651203,11695.1310023,11715.0375437,11734.7096488,11756.9242458,11783.8578528,11815.048444,11847.1149885,11877.6745361,11903.1295585,11921.1619336,11934.1028677,11943.8379364,11952.978617,11961.1133145,11966.8210257,11969.8929674,11971.889879,11973.8624285,11977.4406283,11983.7689175,11994.4095684,12012.5977014,12038.762873,12072.979055,12114.3423611,12158.562591,12202.0159339,12241.8203093,12276.6762301,12307.4519619,12335.6399991,12362.1179361,12385.977561,12405.6935432,12420.4921641,12433.4002686,12448.2032157,12468.8397025,12496.5012463,12528.5427242,12562.4530679,12595.5940571,12625.1836104,12650.6221171,12674.4254926,12699.5554553,12726.4954708,12754.4430409,12782.4791233,12809.8394916,12834.1784593,12853.6103682,12868.0134995,12878.9104892,12889.3534948,12900.506994,12911.1220388,12918.3501402,12921.6606191,12921.869701,12259.9858754,12264.0067712,12383.1821322,12414.5579313,12553.1484001,12608.1548425,12665.6359671,12736.6928824,12785.6505176,12829.7788462,12870.8333503,12909.0287451,12944.1428886,12975.7730634,13002.8869639,13026.6910847,13050.2430477,13078.5031442,13116.2819386,13164.4737353,13220.9393206,13281.7461866,13354.1152757,13414.2304432,13471.5499838,13523.5385477,13569.3275093,13610.0766136,13646.5504095,13679.2952212,13709.6537186,13740.2161356,13773.9158092,13812.455504,13854.5413692,13897.7256423,13939.3879414,13978.5968551,14014.8296836,14048.576588,14079.6054056,14108.6539789,14135.9593633,14161.7331381,14187.1283573,14213.579968,14243.740286,14279.0044859,14318.3485924,14360.1222863,14402.4579255
A84423043C,5997.5489462,6002.9846771,6030.653892,6033.184972,6033.9056668,6030.5207301,6036.3638711,6030.7767158,6035.8829148,6028.2046337,6053.1903967,6051.2849518,6063.548977,6055.6471845,6064.5803283,6070.3256727,6099.4458774,6097.4724732,6114.8373186,6116.9196276,6152.1515551,6180.4908638,6183.9893483,6204.0138426,6221.9019237,6232.9137562,6246.9428792,6268.0089281,6275.4658789,6306.600621,6315.6719174,6317.7935824,6307.0341287,6328.6422238,6351.5069607,6357.381325,6372.8991824,6376.6371498,6404.0296962,6405.2035053,6420.9043625,6418.4475258,6434.5369967,6459.3736022,6429.9062915,6416.9649738,6430.1502633,6469.0107134,6450.4663753,6443.2417812,6456.0992894,6432.8950211,6420.8761177,6419.8823265,6416.5110003,6400.8666515,6402.9667304,6345.7379171,6295.6682701,6296.4081149,6289.4863556,6255.8488917,6232.9203872,6263.9111615,6271.2353601,6277.0419856,6283.1097432,6316.8423081,6317.3577215,6354.3056488,6379.0737538,6379.7500003,6392.1777545,6447.7461122,6454.1435686,6479.6059053,6501.6684415,6510.9196352,6508.119948,6538.0709746,6534.8065677,6550.09784,6553.8511579,6561.7735282,6626.2571017,6601.0971673,6611.5722267,6646.2914337,6660.1975182,6685.7421571,6727.5274099,6771.8242867,6756.2893097,6855.3554169,6822.725464,6869.5883529,6892.3004879,6902.7516947,6971.437005,6965.1220267,7005.4243708,6987.4902153,6969.3545824,6994.3771584,7018.8837391,7008.1283306,7024.6515644,7025.0781485,7056.7023198,7070.289418,7084.6266629,7089.8639071,7125.4600732,7171.1036509,7149.8159136,7137.6454709,7167.2450325,7157.2808953,7234.9460352,7296.601562,7282.1367511,7329.8142027,7359.928905,7343.1155869,7360.9824716,7377.9018377,7408.7337185,7451.2592605,7466.515502,7487.8175367,7521.6121109,7554.7405171,7605.4093151,7624.1931994,7655.7537367,7711.2594836,7710.7215897,7735.297487,7774.9410054,7783.7225672,7792.0947524,7844.7391403,7830.0051111,7841.7117131,7846.6781853,7861.5385655,7866.0952837,7899.4785281,7900.1763175,7898.3742018,7869.4292317,7844.2237014,7829.8246829,7810.0061666,7813.1585528,7744.8769313,7758.1854126,7701.7622754,7695.9725453,7693.9526912,7659.1975502,7630.8529171,7635.3090289,7645.2732404,7616.3432151,7597.2253344,7617.0797126,7631.2978729,7650.3434661,7631.2391675,7624.5122044,7620.9483101,7633.5939822,7651.4075742,7671.3272007,7635.2076163,7644.4759674,7569.4997381,7599.7485159,7650.8384889,7582.1474068,7631.6160952,7612.6855761,7613.243699,7626.2254937,7628.2545275,7651.9910104,7670.3478023,7719.3040134,7729.8784157,7745.6354565,7766.0779396,7789.8723135,7808.9411908,7811.721712,7853.4038749,7875.4825739,7948.3228005,7932.8005604,7981.4114198,7978.5016392,7990.246904,8034.3556039,8049.9433051,8099.0756332,8102.3590194,8160.0367274,8166.1587795,8201.1396163,8207.7671873,8236.9817434,8224.452208,8214.3113537,8288.2644215,8289.595867,8290.8515087,8292.931625,8266.4112588,8296.589791,8301.6324092,8305.4015381,8307.5289769,8302.1836453,8295.6741397,8301.8667884,8300.880882,8324.4263282,8333.8205002,8335.0070309,8338.1264923,8330.9543366,8334.9925262,8336.2772968,8347.140085,8333.795054,8395.856166,8389.0467331,8447.460278,8432.9087502,8439.3483381,8453.3706355,8456.412996,8488.7136599,8486.7710072,8506.7391241,8519.0165597,8531.3563968,8574.9536151,8585.5649492,8564.5972093,8586.1661345,8586.548129,8594.38938,8621.0993933,8622.8386161,8610.8276306,8661.990149,8680.144825,8688.2996342,8701.5259617,8741.6188833,8751.6516194,8785.9310212,8739.5513952,8789.117118,8837.2176825,8874.0830601,8870.0114487,8910.0488036,8992.1819944,8989.1819643,8985.4764165,8960.5759059,8903.1804075,8944.5595108,8957.1325394,8954.2547463,8964.1626004,9015.0521234,9008.0052698,9004.5449098,9024.7683618,9047.1362283,9026.883038,9046.099836,9078.6568285,9065.1239179,9084.0641111,9127.0578188,9132.5037749,9119.8095152,9135.1720874,9160.759286,9167.5153383,9224.2351387,9225.9186119,9234.8258302,9284.0829201,9327.8109357,9379.3444839,9406.2682745,9359.9640333,9358.1676215,9375.556997,9351.7774102,9343.6318796,9400.2525163,9408.5586965,9432.2234707,9428.4635878,9460.2786744,9460.9501441,9465.7539523,9499.0799088,9509.0243238,9524.6994014,9529.2891453,9538.3647439,9535.0100893,9591.6032164,9645.7665664,9683.681493,9692.6863626,9745.1135414,9775.3682305,9816.3949957,9855.3429644,9839.1684099,9885.3668635,9900.6324139,9944.1993373,9928.3871817,9933.0058941,9942.5481692,9957.5813695,9957.7543832,9993.2591776,10034.3366835,10041.667988,10069.3127403,10109.2559496,10161.2919578,10179.1193786,10223.4414008,10195.8441157,10229.7939241,10282.5009766,10279.3311887,10308.3982849,10337.0255263,10366.248469,10401.7549218,10424.3302643,10446.9971798,10484.4145678,10513.8912075,10504.2990172,10561.6144493,10582.4128799,10610.4764883,10649.4571838,10669.9702564,10708.5880547,10680.1561891,10733.4414045,10751.4453113,10793.5129706,10778.0307291,10787.6159255,10781.04214,10789.312328,10791.3277166,10805.012785,10770.8631443,10794.4434753,10772.7615102,10755.1612743,10799.4241437,10789.5558422,10810.3839346,10820.7159763,10850.796165,10887.547054,10937.2741445,10920.7967669,10925.8990093,10937.4730303,10938.9449106,10992.7373084,11019.1853436,11061.075221,11087.6377661,11104.6223097,11163.1470772,11169.4217463,11201.9036218,11176.3989823,11215.3723034,11182.3235188,11172.8235861,11205.4688755,11209.9093739,11218.9142407,11246.3697881,11249.4455022,11252.7628695,11231.7049333,11308.3942888,11272.2420311,11333.5657173,11321.8180907,11364.1577143,11338.2185135,11348.7860945,11361.1005634,11390.4427834,11391.2042925,11385.0700994,11396.4814421,11469.3110577,11469.1636292,11435.1455538,11467.0736425,11457.7448806,11469.6147164,11457.5604356,11460.0012032,11474.7197601,11470.7847329,11449.1862853,11418.5153618,11454.9224275,11480.2506477,11532.2015341,11537.6219186,11512.9269176,11527.995482,11544.8389296,11548.8079024,11546.9446118,11542.556781,11542.4865341,11597.7871846,11610.2009825,11672.6482955,11693.5863394,11691.7557859,11733.5678496,11726.3723329,11759.8733479,11764.3485212,11783.8269837,11861.0074762,11894.0791623,11906.4582263,11915.2714952,11925.4015671,11941.8144154,11947.6763268,11941.7192134,11961.4874935,11994.3758568,11954.5144269,11941.2348621,11960.3013589,11987.1737715,12015.3052603,12042.6039386,12014.233547,12075.5744238,12132.0071629,12164.8420215,12195.6284742,12231.8906977,12284.8253268,12324.4553435,12327.9034261,12371.4840465,12397.8691342,12444.566097,12422.5184847,12443.6798821,12460.4336996,12453.4612315,12521.386112,12517.1162279,12586.1807985,12601.8091892,12625.4018585,12647.2401927,12667.5608112,12724.2839813,12724.4523806,12748.5823247,12783.7763717,12791.5398807,12802.2101194,12830.521467,12882.4836294,12903.5096105,12853.5762427,12878.8836456,12920.9763508,12942.3411658,12929.6738439,12926.3306295,12344.7686415,12050.1592854,12276.7735865,12409.7426275,12550.1284704,12520.1521285,12657.6341518,12748.6866911,12794.5853893,12842.6974666,12891.407198,12957.2763389,12945.5163036,13034.6265866,13056.0947158,13078.531804,12946.5053577,12827.2043604,12776.2916586,13149.3821607,13230.1481481,13287.9389637,13372.3546414,13394.339001,13443.8232665,13478.2304651,13575.5238191,13583.411944,13649.4994253,13667.855177,13705.2381542,13781.8962592,13769.4986118,13792.7419006,13838.7483825,13933.136476,13917.3240027,14000.7257337,14017.6217971,14019.5255946,14082.3724966,14096.1384943,14151.6245627,14211.784579,14151.9666668,14164.3315485,14285.6157247,14280.259859,14316.4161842,14355.8755837,14406.0511841
